Record ID,Year,District,Crime_Type,Victim_Gender,Time_of_Incident,Location_Type,Number_of_Accused,Reported_To_Police,Crime_Severity
2283,2017,Erode,Sexual Crime,Female,Night,Rural,2,No,High
2284,2015,Tiruchirappalli,Sexual Crime,Other,Night,Rural,4,No,Very High
2285,2020,Madurai,Violent Crime,Male,Night,Rural,2,Yes,Moderate
2286,2019,Dindigul,Property Crime,Male,Night,Semi-Urban,2,Yes,Low
2287,2016,Madurai,Violent Crime,Female,Night,Rural,4,No,Very High
2288,2019,Thoothukudi,Cyber Crime,Other,Morning,Semi-Urban,5,No,Moderate
2289,2024,Salem,Sexual Crime,Female,Night,Rural,4,No,Very High
2290,2019,Madurai,Sexual Crime,Female,Night,Urban,2,Yes,Moderate
2291,2018,Salem,Sexual Crime,Male,Afternoon,Rural,3,No,High
2292,2017,Coimbatore,Property Crime,Other,Night,Urban,3,No,Moderate
2293,2023,Tiruchirappalli,Property Crime,Male,Evening,Semi-Urban,1,Yes,Very Low
2294,2014,Dindigul,Economic Offense,Other,Morning,Urban,3,Yes,Low
2295,2023,Coimbatore,Violent Crime,Male,Morning,Rural,5,Yes,Moderate
2296,2019,Coimbatore,Violent Crime,Male,Morning,Rural,2,Yes,Low
2297,2015,Tirunelveli,Cyber Crime,Other,Evening,Semi-Urban,4,Yes,Low
2298,2016,Chennai,Sexual Crime,Other,Night,Rural,4,Yes,Very High
2299,2021,Erode,Property Crime,Male,Morning,Rural,5,No,Moderate
2300,2023,Salem,Cyber Crime,Other,Evening,Semi-Urban,3,No,Moderate
2301,2019,Tirunelveli,Cyber Crime,Male,Afternoon,Semi-Urban,2,Yes,Very Low
2302,2016,Chennai,Property Crime,Other,Night,Urban,3,No,Moderate
2303,2020,Erode,Violent Crime,Male,Evening,Semi-Urban,1,Yes,Low
2304,2017,Salem,Sexual Crime,Male,Night,Rural,3,No,Very High
2305,2022,Tiruchirappalli,Violent Crime,Male,Afternoon,Semi-Urban,1,Yes,Low
2306,2018,Erode,Cyber Crime,Female,Evening,Rural,4,Yes,Moderate
2307,2016,Dindigul,Sexual Crime,Other,Night,Urban,2,No,High
2308,2015,Coimbatore,Economic Offense,Male,Evening,Semi-Urban,1,No,Low
2309,2024,Chennai,Cyber Crime,Female,Morning,Rural,3,Yes,Moderate
2310,2015,Chennai,Violent Crime,Male,Night,Semi-Urban,3,Yes,High
2311,2016,Chennai,Violent Crime,Female,Evening,Semi-Urban,4,Yes,Moderate
2312,2015,Salem,Violent Crime,Male,Morning,Semi-Urban,5,Yes,Moderate
2313,2017,Dindigul,Property Crime,Male,Afternoon,Semi-Urban,5,Yes,Low
2314,2015,Erode,Cyber Crime,Female,Night,Urban,3,Yes,Moderate
2315,2023,Coimbatore,Sexual Crime,Female,Night,Rural,5,No,Very High
2316,2022,Dindigul,Violent Crime,Other,Afternoon,Semi-Urban,2,No,Low
2317,2015,Tirunelveli,Violent Crime,Other,Morning,Rural,5,No,High
2318,2022,Tiruchirappalli,Property Crime,Female,Afternoon,Urban,2,No,Very Low
2319,2019,Madurai,Sexual Crime,Other,Night,Rural,3,No,Very High
2320,2014,Dindigul,Cyber Crime,Female,Evening,Rural,3,Yes,Moderate
2321,2017,Tirunelveli,Economic Offense,Other,Morning,Urban,3,Yes,Low
2322,2014,Coimbatore,Property Crime,Male,Morning,Semi-Urban,4,No,Low
2323,2019,Madurai,Cyber Crime,Other,Morning,Rural,5,Yes,Moderate
2324,2017,Madurai,Economic Offense,Male,Afternoon,Rural,1,No,Low
2325,2016,Dindigul,Violent Crime,Male,Afternoon,Semi-Urban,1,No,Low
2326,2016,Chennai,Violent Crime,Other,Evening,Semi-Urban,3,Yes,Moderate
2327,2022,Vellore,Sexual Crime,Female,Evening,Rural,5,Yes,High
2328,2019,Coimbatore,Economic Offense,Male,Morning,Urban,2,No,Low
2329,2022,Chennai,Violent Crime,Male,Evening,Semi-Urban,1,No,Low
2330,2018,Coimbatore,Violent Crime,Other,Afternoon,Semi-Urban,3,No,Moderate
2331,2015,Vellore,Sexual Crime,Female,Evening,Urban,1,No,Moderate
2332,2021,Tiruchirappalli,Cyber Crime,Female,Afternoon,Rural,1,Yes,Low
2333,2018,Vellore,Violent Crime,Other,Evening,Semi-Urban,1,No,Low
2334,2015,Thoothukudi,Property Crime,Female,Night,Rural,3,Yes,Moderate
2335,2017,Dindigul,Property Crime,Other,Afternoon,Rural,3,No,Moderate
2336,2022,Dindigul,Cyber Crime,Other,Night,Rural,4,No,High
2337,2017,Tirunelveli,Economic Offense,Other,Afternoon,Urban,4,Yes,Low
2338,2017,Chennai,Sexual Crime,Male,Evening,Rural,4,Yes,High
2339,2015,Tirunelveli,Property Crime,Male,Night,Rural,1,Yes,Low
2340,2019,Thoothukudi,Property Crime,Male,Evening,Semi-Urban,5,Yes,Low
2341,2024,Vellore,Cyber Crime,Other,Afternoon,Semi-Urban,3,Yes,Low
2342,2015,Dindigul,Economic Offense,Male,Night,Urban,4,No,High
2343,2020,Salem,Economic Offense,Male,Morning,Urban,5,No,Moderate
2344,2016,Vellore,Cyber Crime,Male,Evening,Semi-Urban,4,No,Moderate
2345,2016,Vellore,Property Crime,Other,Afternoon,Semi-Urban,4,Yes,Low
2346,2018,Thoothukudi,Sexual Crime,Other,Night,Urban,5,Yes,High
2347,2016,Tiruchirappalli,Property Crime,Other,Evening,Rural,4,Yes,Low
2348,2015,Coimbatore,Economic Offense,Male,Night,Urban,1,No,Moderate
2349,2023,Thoothukudi,Property Crime,Female,Evening,Rural,1,Yes,Very Low
2350,2022,Coimbatore,Sexual Crime,Male,Evening,Semi-Urban,1,No,Moderate
2351,2015,Dindigul,Violent Crime,Male,Evening,Semi-Urban,2,No,Low
2352,2024,Thoothukudi,Property Crime,Other,Night,Semi-Urban,4,No,Moderate
2353,2015,Coimbatore,Cyber Crime,Other,Night,Rural,2,Yes,Moderate
2354,2021,Tirunelveli,Violent Crime,Male,Evening,Urban,3,No,Moderate
2355,2022,Thoothukudi,Cyber Crime,Male,Morning,Rural,5,No,Moderate
2356,2020,Dindigul,Cyber Crime,Female,Morning,Urban,3,No,Moderate
2357,2016,Thoothukudi,Cyber Crime,Female,Morning,Urban,2,Yes,Very Low
2358,2022,Dindigul,Property Crime,Other,Afternoon,Urban,1,No,Very Low
2359,2016,Thoothukudi,Economic Offense,Female,Morning,Semi-Urban,4,Yes,Low
2360,2018,Coimbatore,Violent Crime,Female,Night,Urban,4,Yes,High
2361,2022,Tiruchirappalli,Sexual Crime,Other,Morning,Semi-Urban,1,No,Moderate
2362,2016,Erode,Economic Offense,Female,Night,Urban,4,No,High
2363,2020,Coimbatore,Property Crime,Male,Afternoon,Urban,5,Yes,Low
2364,2014,Chennai,Cyber Crime,Female,Night,Semi-Urban,5,No,High
2365,2017,Madurai,Sexual Crime,Other,Night,Semi-Urban,5,Yes,High
2366,2017,Tiruchirappalli,Violent Crime,Male,Night,Rural,3,Yes,High
2367,2020,Tirunelveli,Economic Offense,Female,Morning,Urban,1,Yes,Very Low
2368,2021,Vellore,Economic Offense,Male,Evening,Semi-Urban,5,No,Moderate
2369,2014,Coimbatore,Sexual Crime,Male,Night,Rural,2,Yes,High
2370,2018,Thoothukudi,Property Crime,Female,Morning,Rural,5,Yes,Low
2371,2020,Coimbatore,Violent Crime,Female,Morning,Semi-Urban,3,No,Moderate
2372,2017,Salem,Sexual Crime,Other,Morning,Urban,2,No,Moderate
2373,2017,Tiruchirappalli,Cyber Crime,Other,Evening,Rural,1,Yes,Low
2374,2017,Erode,Violent Crime,Male,Evening,Urban,1,Yes,Low
2375,2019,Tirunelveli,Economic Offense,Other,Evening,Urban,5,Yes,Low
2376,2020,Salem,Sexual Crime,Male,Evening,Rural,2,No,Moderate
2377,2015,Dindigul,Economic Offense,Male,Afternoon,Semi-Urban,2,Yes,Very Low
2378,2018,Salem,Economic Offense,Other,Evening,Urban,5,Yes,Low
2379,2017,Coimbatore,Economic Offense,Other,Evening,Semi-Urban,5,No,Moderate
2380,2016,Tirunelveli,Property Crime,Other,Evening,Rural,4,No,Moderate
2381,2020,Coimbatore,Economic Offense,Female,Night,Urban,4,Yes,Moderate
2382,2024,Dindigul,Cyber Crime,Male,Night,Semi-Urban,5,No,High
2383,2019,Vellore,Cyber Crime,Male,Evening,Semi-Urban,3,Yes,Low
2384,2020,Tirunelveli,Violent Crime,Male,Afternoon,Urban,4,Yes,Moderate
2385,2018,Vellore,Economic Offense,Other,Night,Semi-Urban,5,No,High
2386,2019,Tiruchirappalli,Economic Offense,Other,Morning,Semi-Urban,2,Yes,Very Low
2387,2018,Tiruchirappalli,Sexual Crime,Other,Night,Rural,4,Yes,Very High
2388,2020,Vellore,Property Crime,Other,Morning,Rural,3,No,Moderate
2389,2015,Tiruchirappalli,Violent Crime,Other,Night,Semi-Urban,1,Yes,Moderate
2390,2024,Tirunelveli,Economic Offense,Female,Evening,Semi-Urban,2,No,Low
2391,2018,Thoothukudi,Sexual Crime,Other,Night,Urban,3,Yes,High
2392,2019,Chennai,Property Crime,Male,Evening,Rural,3,No,Moderate
2393,2019,Tiruchirappalli,Violent Crime,Other,Evening,Urban,3,No,Moderate
2394,2018,Tiruchirappalli,Violent Crime,Male,Night,Semi-Urban,2,No,Moderate
2395,2023,Coimbatore,Economic Offense,Other,Morning,Urban,3,No,Moderate
2396,2020,Vellore,Violent Crime,Other,Morning,Semi-Urban,1,No,Low
2397,2023,Madurai,Sexual Crime,Male,Night,Rural,4,No,Very High
2398,2021,Erode,Violent Crime,Male,Evening,Rural,2,Yes,Low
2399,2020,Salem,Cyber Crime,Male,Morning,Semi-Urban,3,Yes,Low
2400,2018,Tiruchirappalli,Sexual Crime,Male,Afternoon,Rural,5,No,High
2401,2014,Salem,Property Crime,Female,Evening,Semi-Urban,4,Yes,Low
2402,2018,Tirunelveli,Property Crime,Male,Night,Urban,2,No,Low
2403,2023,Madurai,Economic Offense,Other,Evening,Semi-Urban,5,No,Moderate
2404,2015,Erode,Economic Offense,Other,Afternoon,Urban,5,Yes,Low
2405,2018,Vellore,Cyber Crime,Female,Afternoon,Semi-Urban,3,No,Moderate
2406,2018,Chennai,Property Crime,Male,Morning,Rural,2,Yes,Very Low
2407,2015,Erode,Property Crime,Other,Afternoon,Semi-Urban,3,No,Low
2408,2018,Erode,Property Crime,Female,Evening,Semi-Urban,1,No,Very Low
2409,2017,Chennai,Property Crime,Other,Morning,Semi-Urban,5,Yes,Low
2410,2014,Thoothukudi,Violent Crime,Female,Afternoon,Rural,1,No,Moderate
2411,2016,Vellore,Sexual Crime,Female,Morning,Semi-Urban,3,No,High
2412,2014,Coimbatore,Sexual Crime,Male,Morning,Rural,4,No,High
2413,2024,Salem,Cyber Crime,Female,Night,Semi-Urban,5,Yes,Moderate
2414,2018,Tiruchirappalli,Violent Crime,Other,Morning,Urban,4,Yes,Moderate
2415,2017,Erode,Property Crime,Other,Morning,Semi-Urban,2,Yes,Very Low
2416,2020,Tirunelveli,Property Crime,Male,Afternoon,Urban,5,Yes,Low
2417,2018,Chennai,Economic Offense,Male,Evening,Rural,1,Yes,Low
2418,2023,Salem,Economic Offense,Female,Evening,Rural,4,No,Moderate
2419,2017,Madurai,Cyber Crime,Male,Afternoon,Semi-Urban,2,Yes,Very Low
2420,2015,Chennai,Property Crime,Other,Evening,Rural,5,Yes,Low
2421,2017,Madurai,Cyber Crime,Other,Morning,Semi-Urban,2,No,Low
2422,2015,Vellore,Violent Crime,Male,Night,Rural,1,No,High
2423,2021,Erode,Sexual Crime,Male,Morning,Urban,5,Yes,Moderate
2424,2016,Tirunelveli,Property Crime,Male,Morning,Rural,2,No,Low
2425,2022,Tiruchirappalli,Violent Crime,Female,Night,Urban,3,No,High
2426,2017,Madurai,Property Crime,Female,Afternoon,Semi-Urban,5,No,Low
2427,2019,Salem,Economic Offense,Other,Morning,Semi-Urban,5,Yes,Low
2428,2023,Thoothukudi,Cyber Crime,Female,Morning,Semi-Urban,5,No,Moderate
2429,2018,Vellore,Economic Offense,Female,Afternoon,Urban,5,No,Moderate
2430,2023,Thoothukudi,Sexual Crime,Female,Morning,Semi-Urban,3,Yes,Moderate
2431,2014,Vellore,Economic Offense,Female,Morning,Semi-Urban,1,No,Low
2432,2022,Coimbatore,Property Crime,Other,Evening,Urban,3,No,Low
2433,2014,Salem,Economic Offense,Male,Afternoon,Rural,3,Yes,Moderate
2434,2021,Thoothukudi,Property Crime,Other,Morning,Semi-Urban,2,Yes,Very Low
2435,2022,Tirunelveli,Sexual Crime,Female,Morning,Rural,4,Yes,High
2436,2022,Erode,Economic Offense,Male,Night,Rural,4,No,High
2437,2014,Chennai,Cyber Crime,Male,Night,Semi-Urban,2,Yes,Low
2438,2015,Tiruchirappalli,Cyber Crime,Male,Night,Semi-Urban,3,Yes,Moderate
2439,2014,Erode,Cyber Crime,Other,Morning,Urban,2,No,Low
2440,2023,Erode,Economic Offense,Male,Morning,Urban,5,No,Moderate
2441,2015,Vellore,Economic Offense,Other,Night,Semi-Urban,2,No,Moderate
2442,2023,Tirunelveli,Economic Offense,Other,Evening,Rural,2,No,Low
2443,2021,Vellore,Property Crime,Female,Evening,Urban,5,No,Low
2444,2018,Dindigul,Sexual Crime,Female,Evening,Urban,4,Yes,Moderate
2445,2024,Madurai,Cyber Crime,Male,Evening,Semi-Urban,5,Yes,Low
2446,2020,Tiruchirappalli,Property Crime,Male,Afternoon,Semi-Urban,1,Yes,Very Low
2447,2015,Madurai,Cyber Crime,Female,Night,Semi-Urban,2,No,Moderate
2448,2021,Chennai,Property Crime,Other,Morning,Semi-Urban,2,Yes,Very Low
2449,2024,Dindigul,Economic Offense,Other,Night,Urban,4,No,High
2450,2019,Salem,Cyber Crime,Female,Evening,Urban,3,No,Moderate
2451,2021,Chennai,Economic Offense,Other,Morning,Urban,5,Yes,Low
2452,2014,Chennai,Cyber Crime,Female,Afternoon,Rural,3,Yes,Moderate
2453,2014,Coimbatore,Violent Crime,Female,Night,Urban,1,No,Moderate
2454,2020,Tiruchirappalli,Property Crime,Male,Morning,Urban,5,No,Low
2455,2021,Vellore,Violent Crime,Male,Morning,Semi-Urban,1,Yes,Low
2456,2016,Tirunelveli,Property Crime,Female,Evening,Urban,1,Yes,Very Low
2457,2018,Madurai,Sexual Crime,Male,Evening,Urban,1,No,Moderate
2458,2014,Chennai,Cyber Crime,Female,Night,Urban,5,No,High
2459,2020,Madurai,Sexual Crime,Other,Afternoon,Semi-Urban,5,No,High
2460,2018,Madurai,Sexual Crime,Other,Morning,Urban,4,No,High
2461,2021,Salem,Property Crime,Other,Evening,Urban,2,Yes,Very Low
2462,2021,Tiruchirappalli,Violent Crime,Other,Night,Rural,3,Yes,High
2463,2022,Tiruchirappalli,Economic Offense,Female,Evening,Rural,3,No,Moderate
2464,2020,Thoothukudi,Property Crime,Other,Night,Rural,1,No,Moderate
2465,2024,Erode,Economic Offense,Other,Evening,Rural,5,Yes,Moderate
2466,2014,Tiruchirappalli,Sexual Crime,Other,Afternoon,Semi-Urban,5,No,High
2467,2016,Madurai,Economic Offense,Other,Morning,Rural,1,No,Low
2468,2021,Vellore,Violent Crime,Female,Evening,Urban,2,No,Low
2469,2016,Madurai,Property Crime,Other,Morning,Rural,3,No,Moderate
2470,2021,Vellore,Violent Crime,Male,Night,Semi-Urban,4,No,High
2471,2014,Thoothukudi,Violent Crime,Male,Afternoon,Rural,2,No,Moderate
2472,2018,Vellore,Property Crime,Male,Morning,Rural,5,Yes,Low
2473,2017,Tiruchirappalli,Violent Crime,Male,Evening,Semi-Urban,1,No,Low
2474,2018,Salem,Cyber Crime,Male,Morning,Semi-Urban,3,Yes,Low
2475,2021,Vellore,Cyber Crime,Male,Morning,Semi-Urban,1,Yes,Very Low
2476,2023,Madurai,Cyber Crime,Female,Night,Semi-Urban,5,Yes,Moderate
2477,2017,Tirunelveli,Economic Offense,Male,Afternoon,Semi-Urban,1,No,Low
2478,2024,Tiruchirappalli,Violent Crime,Other,Afternoon,Semi-Urban,3,No,Moderate
2479,2017,Tirunelveli,Property Crime,Male,Morning,Urban,1,No,Very Low
2480,2016,Dindigul,Property Crime,Female,Morning,Rural,3,Yes,Low
2481,2020,Dindigul,Economic Offense,Male,Night,Rural,1,Yes,Moderate
2482,2016,Madurai,Property Crime,Other,Morning,Semi-Urban,1,No,Very Low
2483,2016,Dindigul,Cyber Crime,Other,Night,Semi-Urban,3,No,High
2484,2024,Erode,Violent Crime,Female,Afternoon,Urban,1,Yes,Low
2485,2023,Thoothukudi,Property Crime,Female,Afternoon,Urban,2,Yes,Very Low
2486,2018,Tiruchirappalli,Property Crime,Female,Night,Semi-Urban,4,Yes,Moderate
2487,2018,Tirunelveli,Sexual Crime,Female,Morning,Urban,2,No,Moderate
2488,2019,Madurai,Sexual Crime,Male,Afternoon,Urban,4,Yes,Moderate
2489,2021,Erode,Sexual Crime,Male,Evening,Semi-Urban,2,Yes,Low
2490,2023,Madurai,Violent Crime,Other,Night,Semi-Urban,4,Yes,High
2491,2019,Erode,Cyber Crime,Female,Afternoon,Semi-Urban,1,No,Low
2492,2014,Dindigul,Cyber Crime,Female,Afternoon,Semi-Urban,3,No,Moderate
2493,2021,Dindigul,Cyber Crime,Male,Afternoon,Rural,3,No,Moderate
2494,2021,Vellore,Violent Crime,Female,Evening,Rural,5,Yes,Moderate
2495,2022,Coimbatore,Violent Crime,Other,Evening,Semi-Urban,4,Yes,Moderate
2496,2022,Madurai,Sexual Crime,Other,Evening,Urban,5,Yes,Moderate
2497,2015,Vellore,Property Crime,Female,Morning,Semi-Urban,5,Yes,Low
2498,2015,Tiruchirappalli,Economic Offense,Other,Night,Rural,4,No,High
2499,2016,Vellore,Economic Offense,Other,Morning,Urban,3,Yes,Low
2500,2014,Chennai,Property Crime,Male,Evening,Rural,4,Yes,Low
2501,2017,Dindigul,Sexual Crime,Other,Night,Semi-Urban,1,No,High
2502,2017,Chennai,Property Crime,Female,Morning,Rural,5,Yes,Low
2503,2022,Madurai,Property Crime,Female,Morning,Rural,5,Yes,Low
2504,2022,Tirunelveli,Economic Offense,Other,Morning,Rural,4,Yes,Moderate
2505,2022,Tirunelveli,Sexual Crime,Female,Evening,Urban,5,No,High
2506,2023,Tiruchirappalli,Violent Crime,Male,Afternoon,Rural,3,Yes,Moderate
2507,2020,Vellore,Economic Offense,Other,Night,Urban,5,No,High
2508,2015,Tirunelveli,Violent Crime,Other,Evening,Semi-Urban,4,Yes,Moderate
2509,2023,Erode,Sexual Crime,Other,Night,Semi-Urban,3,No,Very High
2510,2018,Erode,Property Crime,Female,Evening,Rural,3,No,Moderate
2511,2017,Tiruchirappalli,Cyber Crime,Female,Morning,Urban,5,No,Moderate
2512,2024,Thoothukudi,Cyber Crime,Other,Morning,Semi-Urban,4,Yes,Low
2513,2021,Dindigul,Sexual Crime,Female,Afternoon,Urban,5,Yes,Moderate
2514,2015,Vellore,Cyber Crime,Female,Afternoon,Urban,1,No,Low
2515,2019,Madurai,Violent Crime,Other,Night,Rural,1,No,High
2516,2018,Salem,Cyber Crime,Other,Afternoon,Rural,3,Yes,Moderate
2517,2015,Salem,Sexual Crime,Female,Afternoon,Urban,5,No,High
2518,2024,Salem,Sexual Crime,Other,Night,Urban,1,Yes,Moderate
2519,2023,Tirunelveli,Violent Crime,Other,Evening,Rural,2,Yes,Low
2520,2014,Thoothukudi,Cyber Crime,Other,Afternoon,Urban,1,No,Low
2521,2021,Thoothukudi,Cyber Crime,Other,Evening,Rural,5,No,Moderate
2522,2015,Vellore,Property Crime,Female,Morning,Urban,5,Yes,Low
2523,2020,Vellore,Economic Offense,Other,Afternoon,Rural,1,Yes,Low
2524,2022,Thoothukudi,Sexual Crime,Male,Morning,Urban,5,Yes,Moderate
2525,2022,Tiruchirappalli,Property Crime,Other,Morning,Rural,5,No,Moderate
2526,2021,Vellore,Sexual Crime,Male,Evening,Urban,2,Yes,Low
2527,2024,Tiruchirappalli,Property Crime,Other,Night,Semi-Urban,3,No,Moderate
2528,2023,Chennai,Economic Offense,Male,Afternoon,Semi-Urban,5,No,Moderate
2529,2022,Erode,Property Crime,Male,Evening,Urban,4,Yes,Low
2530,2015,Dindigul,Sexual Crime,Other,Night,Semi-Urban,3,No,Very High
2531,2019,Vellore,Cyber Crime,Other,Morning,Urban,3,No,Moderate
2532,2017,Thoothukudi,Sexual Crime,Other,Afternoon,Urban,4,No,High
2533,2017,Erode,Violent Crime,Male,Morning,Semi-Urban,1,No,Low
2534,2018,Erode,Violent Crime,Female,Morning,Urban,2,Yes,Low
2535,2016,Coimbatore,Violent Crime,Female,Afternoon,Rural,5,Yes,Moderate
2536,2014,Thoothukudi,Violent Crime,Other,Night,Urban,1,No,Moderate
2537,2021,Dindigul,Economic Offense,Female,Night,Urban,4,No,High
2538,2018,Thoothukudi,Cyber Crime,Female,Afternoon,Semi-Urban,2,No,Low
2539,2016,Vellore,Cyber Crime,Other,Afternoon,Rural,2,No,Low
2540,2023,Madurai,Sexual Crime,Male,Evening,Urban,2,No,Moderate
2541,2020,Chennai,Property Crime,Other,Evening,Urban,4,Yes,Low
2542,2020,Tiruchirappalli,Sexual Crime,Female,Morning,Urban,1,Yes,Low
2543,2014,Madurai,Sexual Crime,Male,Afternoon,Urban,5,Yes,Moderate
2544,2022,Chennai,Sexual Crime,Female,Night,Urban,2,Yes,Moderate
2545,2015,Madurai,Sexual Crime,Male,Morning,Urban,2,No,Moderate
2546,2018,Tiruchirappalli,Cyber Crime,Female,Morning,Rural,1,No,Low
2547,2018,Tirunelveli,Property Crime,Other,Morning,Rural,2,Yes,Very Low
2548,2021,Thoothukudi,Sexual Crime,Female,Morning,Urban,2,Yes,Low
2549,2021,Madurai,Cyber Crime,Female,Night,Urban,4,Yes,Moderate
2550,2020,Vellore,Sexual Crime,Male,Morning,Semi-Urban,3,No,High
2551,2020,Dindigul,Violent Crime,Female,Afternoon,Rural,1,No,Moderate
2552,2024,Salem,Sexual Crime,Other,Evening,Rural,1,No,Moderate
2553,2019,Vellore,Sexual Crime,Other,Night,Urban,1,Yes,Moderate
2554,2019,Tiruchirappalli,Economic Offense,Other,Afternoon,Rural,4,Yes,Moderate
2555,2024,Dindigul,Violent Crime,Male,Afternoon,Rural,4,No,High
2556,2022,Vellore,Property Crime,Male,Afternoon,Semi-Urban,5,No,Low
2557,2019,Erode,Sexual Crime,Female,Evening,Semi-Urban,4,No,High
2558,2015,Thoothukudi,Property Crime,Female,Evening,Rural,1,Yes,Very Low
2559,2015,Dindigul,Violent Crime,Female,Evening,Rural,5,No,High
2560,2018,Erode,Sexual Crime,Male,Afternoon,Rural,3,No,High
2561,2017,Vellore,Economic Offense,Male,Evening,Urban,2,Yes,Very Low
2562,2024,Chennai,Cyber Crime,Female,Morning,Semi-Urban,2,No,Low
2563,2015,Coimbatore,Economic Offense,Male,Evening,Urban,5,No,Moderate
2564,2016,Chennai,Economic Offense,Male,Night,Semi-Urban,3,No,High
2565,2020,Thoothukudi,Cyber Crime,Other,Afternoon,Semi-Urban,2,No,Low
2566,2021,Dindigul,Cyber Crime,Other,Afternoon,Semi-Urban,5,Yes,Low
2567,2019,Dindigul,Cyber Crime,Female,Morning,Rural,4,No,Moderate
2568,2024,Thoothukudi,Sexual Crime,Female,Evening,Semi-Urban,1,Yes,Low
2569,2018,Erode,Property Crime,Other,Evening,Urban,3,No,Low
2570,2014,Coimbatore,Property Crime,Male,Night,Semi-Urban,2,Yes,Low
2571,2021,Vellore,Cyber Crime,Female,Morning,Urban,1,No,Low
2572,2016,Tiruchirappalli,Economic Offense,Female,Night,Semi-Urban,5,No,High
2573,2019,Chennai,Violent Crime,Female,Night,Semi-Urban,2,Yes,Moderate
2574,2016,Chennai,Cyber Crime,Male,Afternoon,Rural,1,No,Low
2575,2020,Salem,Economic Offense,Other,Afternoon,Urban,4,No,Moderate
2576,2020,Coimbatore,Economic Offense,Female,Evening,Semi-Urban,3,Yes,Low
2577,2022,Tiruchirappalli,Sexual Crime,Other,Evening,Semi-Urban,5,No,High
2578,2018,Chennai,Sexual Crime,Other,Night,Urban,2,No,High
2579,2021,Tiruchirappalli,Property Crime,Male,Evening,Semi-Urban,4,No,Low
2580,2023,Vellore,Property Crime,Male,Night,Rural,3,No,High
2581,2023,Dindigul,Violent Crime,Male,Evening,Urban,3,No,Moderate
2582,2021,Tiruchirappalli,Violent Crime,Male,Evening,Rural,4,Yes,Moderate
2583,2014,Chennai,Violent Crime,Male,Afternoon,Urban,2,Yes,Low
2584,2018,Erode,Violent Crime,Male,Afternoon,Urban,3,No,Moderate
2585,2016,Coimbatore,Economic Offense,Female,Afternoon,Urban,5,No,Moderate
2586,2014,Thoothukudi,Economic Offense,Other,Afternoon,Semi-Urban,1,Yes,Very Low
2587,2017,Madurai,Property Crime,Male,Morning,Urban,5,Yes,Low
2588,2021,Tirunelveli,Sexual Crime,Female,Afternoon,Urban,3,Yes,Moderate
2589,2016,Tirunelveli,Sexual Crime,Other,Morning,Urban,1,Yes,Low
2590,2023,Madurai,Cyber Crime,Male,Afternoon,Rural,4,Yes,Moderate
2591,2015,Tiruchirappalli,Economic Offense,Male,Evening,Urban,1,Yes,Very Low
2592,2024,Coimbatore,Violent Crime,Female,Night,Semi-Urban,1,No,Moderate
2593,2022,Tiruchirappalli,Violent Crime,Other,Evening,Urban,1,No,Low
2594,2023,Thoothukudi,Cyber Crime,Male,Evening,Urban,3,No,Moderate
2595,2018,Coimbatore,Sexual Crime,Other,Morning,Rural,2,No,Moderate
2596,2020,Madurai,Violent Crime,Female,Afternoon,Semi-Urban,3,No,Moderate
2597,2024,Tiruchirappalli,Sexual Crime,Male,Night,Semi-Urban,2,Yes,Moderate
2598,2024,Salem,Cyber Crime,Other,Night,Semi-Urban,4,Yes,Moderate
2599,2015,Chennai,Sexual Crime,Female,Afternoon,Urban,4,Yes,Moderate
2600,2022,Erode,Sexual Crime,Female,Morning,Urban,4,Yes,Moderate
2601,2022,Dindigul,Sexual Crime,Male,Morning,Semi-Urban,4,Yes,Moderate
2602,2017,Erode,Violent Crime,Other,Morning,Semi-Urban,4,Yes,Moderate
2603,2017,Thoothukudi,Property Crime,Male,Night,Rural,5,No,High
2604,2019,Tiruchirappalli,Economic Offense,Male,Morning,Semi-Urban,3,No,Moderate
2605,2023,Vellore,Sexual Crime,Other,Morning,Urban,2,Yes,Low
2606,2023,Coimbatore,Sexual Crime,Other,Night,Urban,4,No,Very High
2607,2023,Tiruchirappalli,Sexual Crime,Other,Night,Urban,5,Yes,High
2608,2019,Coimbatore,Property Crime,Female,Evening,Rural,5,No,Moderate
2609,2014,Dindigul,Cyber Crime,Female,Night,Semi-Urban,5,Yes,Moderate
2610,2022,Salem,Violent Crime,Other,Afternoon,Urban,3,Yes,Moderate
2611,2015,Erode,Property Crime,Female,Night,Rural,4,No,High
2612,2018,Chennai,Sexual Crime,Male,Night,Rural,5,Yes,Very High
2613,2022,Dindigul,Property Crime,Other,Morning,Urban,5,No,Low
2614,2017,Dindigul,Property Crime,Male,Evening,Rural,4,No,Moderate
2615,2024,Erode,Property Crime,Other,Morning,Rural,3,Yes,Low
2616,2016,Dindigul,Cyber Crime,Male,Evening,Urban,5,Yes,Low
2617,2020,Vellore,Economic Offense,Other,Morning,Rural,2,Yes,Low
2618,2019,Vellore,Violent Crime,Male,Afternoon,Urban,1,No,Low
2619,2021,Tirunelveli,Cyber Crime,Other,Morning,Urban,1,No,Low
2620,2016,Tirunelveli,Cyber Crime,Other,Morning,Rural,1,Yes,Low
2621,2018,Vellore,Economic Offense,Female,Afternoon,Urban,3,Yes,Low
2622,2023,Madurai,Cyber Crime,Male,Afternoon,Urban,5,Yes,Low
2623,2017,Salem,Property Crime,Female,Night,Semi-Urban,1,Yes,Low
